2011-03-15,00:03:44.838659,Bathroom,ON
2011-03-15,00:03:45.213774,Bedroom,OFF
2011-03-15,00:03:46.987513,Bedroom,ON
2011-03-15,00:03:48.949836,Bedroom,OFF
2011-03-15,00:03:49.340747,Bathroom,OFF
2011-03-15,00:04:59.887495,Bedroom,ON
2011-03-15,00:05:00.712876,Bedroom,OFF
2011-03-15,00:06:29.092732,Bedroom,ON
2011-03-15,00:06:30.864699,Bedroom,OFF
2011-03-15,00:06:34.958335,Bedroom,ON
2011-03-15,00:06:37.178679,Bedroom,OFF
2011-03-15,00:07:18.961673,Bathroom,ON
2011-03-15,00:07:19.280589,Bedroom,ON
2011-03-15,00:07:20.771666,Bedroom,ON
2011-03-15,00:07:22.159554,Bathroom,OFF
2011-03-15,00:07:24.129581,Bedroom,ON
2011-03-15,00:07:24.51716,Bedroom,OFF
2011-03-15,00:07:24.890767,Bedroom,OFF
2011-03-15,00:07:25.719933,LivingRoom,ON
2011-03-15,00:07:26.109341,OtherRoom,ON
2011-03-15,00:07:27.857428,Bedroom,OFF
2011-03-15,00:07:28.935734,GuestRoom,ON
2011-03-15,00:07:29.980158,OtherRoom,OFF
2011-03-15,00:07:30.58574,LivingRoom,OFF
2011-03-15,00:07:31.689122,LivingRoom,ON
2011-03-15,00:07:32.965465,OtherRoom,ON
2011-03-15,00:07:33.571015,GuestRoom,OFF
2011-03-15,00:07:35.327324,OtherRoom,OFF
2011-03-15,00:07:35.709397,LivingRoom,OFF
2011-03-15,00:07:37.360152,Bedroom,ON
2011-03-15,00:07:37.427497,Bedroom,ON
2011-03-15,00:07:39.132491,Bedroom,OFF
2011-03-15,00:07:40.10077,Bedroom,ON
2011-03-15,00:07:44.473957,Bedroom,OFF
2011-03-15,00:07:49.161661,Bedroom,ON
2011-03-15,00:07:49.228878,Bedroom,OFF
2011-03-15,00:07:50.469138,Bedroom,ON
2011-03-15,00:07:51.089145,Bedroom,OFF
2011-03-15,00:07:52.868824,Bedroom,ON
2011-03-15,00:07:54.630857,Bedroom,OFF
2011-03-15,00:07:55.422104,Bedroom,OFF
2011-03-15,00:07:56.739237,Bedroom,ON
2011-03-15,00:07:57.111073,Bedroom,ON
2011-03-15,00:07:58.192366,Bedroom,OFF
2011-03-15,00:07:58.799768,Bedroom,OFF
2011-03-15,00:08:00.486253,Bedroom,ON
2011-03-15,00:08:00.553577,Bedroom,ON
2011-03-15,00:08:02.255969,Bedroom,OFF
2011-03-15,00:08:03.335179,Bedroom,OFF
2011-03-15,00:08:15.078873,Bedroom,ON
2011-03-15,00:08:17.326766,Bedroom,OFF
2011-03-15,00:08:17.404984,Bedroom,ON
2011-03-15,00:08:20.245925,Bedroom,OFF
2011-03-15,00:08:24.326755,Bedroom,ON
2011-03-15,00:08:25.402717,Bedroom,ON
2011-03-15,00:08:26.256451,Bedroom,OFF
2011-03-15,00:08:27.087019,Bedroom,ON
2011-03-15,00:08:29.076633,Bedroom,OFF
2011-03-15,00:08:29.921907,Bedroom,OFF
2011-03-15,00:08:32.817389,Bedroom,ON
2011-03-15,00:08:35.482547,Bedroom,ON
2011-03-15,00:08:37.460131,Bedroom,OFF
2011-03-15,00:08:42.020732,Bedroom,OFF
2011-03-15,00:08:42.641109,Bedroom,ON
2011-03-15,00:08:45.38553,Bedroom,ON
2011-03-15,00:08:46.665868,Bedroom,OFF
2011-03-15,00:08:47.062564,Bedroom,OFF
2011-03-15,03:23:29.580471,Bedroom,ON
2011-03-15,03:23:33.980218,Bedroom,ON
2011-03-15,03:23:35.289952,Bedroom,OFF
2011-03-15,03:23:36.327424,Bedroom,ON
2011-03-15,03:23:38.775386,Bedroom,OFF
2011-03-15,03:23:42.387152,Bedroom,OFF
2011-03-15,04:19:54.791522,Bedroom,ON
2011-03-15,04:19:56.566066,Bedroom,ON
2011-03-15,04:19:58.415923,Bedroom,OFF
2011-03-15,04:20:02.628571,Bedroom,OFF
2011-03-15,04:41:02.862899,Bedroom,ON
2011-03-15,04:41:09.288683,Bedroom,OFF
2011-03-15,04:41:11.04042,Bedroom,ON
2011-03-15,04:41:12.89615,Bedroom,OFF
2011-03-15,04:41:53.617304,Bedroom,ON
2011-03-15,04:41:57.24508,Bedroom,OFF
2011-03-15,06:18:00.358517,Bedroom,ON
2011-03-15,06:18:00.498522,Bedroom,ON
2011-03-15,06:18:02.410414,Bedroom,OFF
2011-03-15,06:18:04.162784,Bedroom,ON
2011-03-15,06:18:06.837702,Bedroom,OFF
2011-03-15,06:18:07.443653,Bedroom,OFF
2011-03-15,07:22:40.418948,Bedroom,ON
2011-03-15,07:22:44.515822,Bedroom,OFF
2011-03-15,07:22:45.120949,Bedroom,ON
2011-03-15,07:22:46.886824,Bedroom,ON
2011-03-15,07:22:47.501474,Bedroom,OFF
2011-03-15,07:22:56.476949,Bedroom,OFF
2011-03-15,07:23:08.453354,Bedroom,ON
2011-03-15,07:23:09.984294,Bedroom,OFF
2011-03-15,07:24:07.758053,Bedroom,ON
2011-03-15,07:24:12.509156,Bedroom,OFF
2011-03-15,07:24:12.900363,Bedroom,ON
2011-03-15,07:24:19.581629,Bedroom,ON
2011-03-15,07:24:25.511473,Bedroom,OFF
2011-03-15,07:24:25.882259,Bedroom,OFF
2011-03-15,07:24:26.294745,Bedroom,ON
2011-03-15,07:24:27.088562,Bedroom,ON
2011-03-15,07:24:28.396333,Bedroom,OFF
2011-03-15,07:24:29.025266,Bedroom,OFF
2011-03-15,07:24:30.051181,Bedroom,ON
2011-03-15,07:24:31.33203,Bedroom,OFF
2011-03-15,07:24:39.507247,Bedroom,ON
2011-03-15,07:24:42.859573,Bedroom,OFF
2011-03-15,07:24:50.75061,Bedroom,ON
2011-03-15,07:24:52.506505,Bedroom,ON
2011-03-15,07:24:53.718512,Bedroom,OFF
2011-03-15,07:24:53.795933,Bedroom,OFF
2011-03-15,07:24:54.91562,Bedroom,ON
2011-03-15,07:24:58.701918,Bedroom,OFF
2011-03-15,07:24:59.096611,Bedroom,ON
2011-03-15,07:25:01.374972,Bedroom,ON
2011-03-15,07:25:06.322011,Bathroom,ON
2011-03-15,07:25:07.282029,Bedroom,OFF
2011-03-15,07:25:08.125544,Bathroom,OFF
2011-03-15,07:25:08.49252,Bathroom,ON
2011-03-15,07:25:11.393655,Bathroom,OFF
2011-03-15,07:25:11.533721,Bedroom,OFF
2011-03-15,07:30:00.984823,Bathroom,ON
2011-03-15,07:30:01.422683,Bedroom,ON
2011-03-15,07:30:03.622025,Bathroom,OFF
2011-03-15,07:30:06.851824,Bathroom,ON
2011-03-15,07:30:08.962628,Bedroom,OFF
2011-03-15,07:30:13.480132,Bedroom,ON
2011-03-15,07:30:14.373589,Bedroom,ON
2011-03-15,07:30:15.192543,Bathroom,OFF
2011-03-15,07:30:17.638057,Bedroom,OFF
2011-03-15,07:30:20.540402,Bedroom,OFF
2011-03-15,07:30:21.36831,Bedroom,ON
2011-03-15,07:30:23.331174,Bedroom,OFF
2011-03-15,07:30:24.15701,Bedroom,ON
2011-03-15,07:30:25.131456,OtherRoom,ON
2011-03-15,07:30:25.198491,LivingRoom,ON
2011-03-15,07:30:25.975808,Bedroom,OFF
2011-03-15,07:30:28.903234,OtherRoom,OFF
2011-03-15,07:30:29.858504,OutsideDoor,ON
2011-03-15,07:30:32.96193,LivingRoom,OFF
2011-03-15,07:30:34.273798,LivingRoom,ON
2011-03-15,07:30:35.101014,OutsideDoor,OFF
2011-03-15,07:30:37.762126,LivingRoom,OFF
2011-03-15,07:30:40.402206,LivingRoom,ON
2011-03-15,07:30:42.399646,LivingRoom,OFF
2011-03-15,07:30:44.41049,OutsideDoor,ON
2011-03-15,07:30:47.519114,LivingRoom,ON
2011-03-15,07:30:49.309354,LivingRoom,OFF
2011-03-15,07:30:50.127782,LivingRoom,ON
2011-03-15,07:30:50.74009,OtherRoom,ON
2011-03-15,07:30:51.330389,OutsideDoor,OFF
2011-03-15,07:30:53.379444,OtherRoom,OFF
2011-03-15,07:30:54.937324,LivingRoom,OFF
2011-03-15,07:30:56.220484,GuestRoom,ON
2011-03-15,07:30:58.278398,GuestRoom,OFF
2011-03-15,07:31:08.163837,GuestRoom,ON
2011-03-15,07:31:10.14408,GuestRoom,OFF
2011-03-15,07:31:13.484358,Kitchen,ON
2011-03-15,07:31:16.624686,Kitchen,OFF
2011-03-15,07:31:17.164362,Kitchen,ON
2011-03-15,07:31:17.303802,Kitchen,ON
2011-03-15,07:31:19.224714,Kitchen,OFF
2011-03-15,07:31:21.811015,Kitchen,OFF
2011-03-15,07:31:21.878574,Kitchen,ON
2011-03-15,07:31:23.812833,Kitchen,OFF
2011-03-15,07:31:25.144927,Kitchen,ON
2011-03-15,07:31:30.600776,Kitchen,ON
2011-03-15,07:31:34.45391,Kitchen,OFF
2011-03-15,07:31:34.521186,Kitchen,OFF
2011-03-15,07:32:03.427675,Kitchen,ON
2011-03-15,07:32:03.832026,Kitchen,ON
2011-03-15,07:32:07.995352,Kitchen,OFF
2011-03-15,07:32:12.81582,Kitchen,OFF
2011-03-15,07:32:28.369815,Kitchen,ON
2011-03-15,07:32:28.752552,Kitchen,ON
2011-03-15,07:32:36.314206,Kitchen,OFF
2011-03-15,07:32:36.395987,Kitchen,OFF
2011-03-15,07:32:42.750177,Kitchen,ON
2011-03-15,07:32:42.826046,Kitchen,ON
2011-03-15,07:32:47.14777,Kitchen,OFF
2011-03-15,07:32:47.524112,Kitchen,ON
2011-03-15,07:32:50.605777,Kitchen,OFF
2011-03-15,07:32:54.463907,Kitchen,OFF
2011-03-15,07:33:14.336001,Kitchen,ON
2011-03-15,07:33:16.3061,Kitchen,ON
2011-03-15,07:33:18.084441,Kitchen,OFF
2011-03-15,07:33:18.921098,Kitchen,OFF
2011-03-15,07:33:38.752619,Kitchen,ON
2011-03-15,07:33:38.82104,Kitchen,ON
2011-03-15,07:33:40.785008,Kitchen,OFF
2011-03-15,07:33:42.539034,Kitchen,ON
2011-03-15,07:33:48.86823,Kitchen,OFF
2011-03-15,07:33:49.268765,Kitchen,ON
2011-03-15,07:33:51.673267,Kitchen,OFF
2011-03-15,07:33:52.08321,Kitchen,OFF
2011-03-15,07:33:52.912465,Kitchen,ON
2011-03-15,07:33:55.323868,Kitchen,OFF
2011-03-15,07:33:59.363966,Kitchen,ON
2011-03-15,07:34:01.469958,Kitchen,ON
2011-03-15,07:34:03.726727,Kitchen,OFF
2011-03-15,07:34:06.149925,Kitchen,OFF
2011-03-15,07:34:07.45939,Kitchen,ON
2011-03-15,07:34:08.07381,Kitchen,ON
2011-03-15,07:34:09.587495,Kitchen,OFF
2011-03-15,07:34:10.679709,Kitchen,ON
2011-03-15,07:34:12.172816,Kitchen,OFF
2011-03-15,07:34:14.132625,Kitchen,OFF
2011-03-15,07:34:21.235767,Kitchen,ON
2011-03-15,07:34:22.081195,Kitchen,ON
2011-03-15,07:34:24.273534,Kitchen,OFF
2011-03-15,07:34:26.486146,Kitchen,OFF
2011-03-15,07:34:34.469126,Kitchen,ON
2011-03-15,07:34:34.898777,Kitchen,ON
2011-03-15,07:34:37.282307,Kitchen,OFF
2011-03-15,07:34:38.459682,Kitchen,ON
2011-03-15,07:34:39.075821,Kitchen,OFF
2011-03-15,07:34:40.15597,Kitchen,OFF
2011-03-15,07:34:47.245223,Kitchen,ON
2011-03-15,07:34:49.320484,Kitchen,OFF
2011-03-15,07:34:57.598862,Kitchen,ON
2011-03-15,07:34:58.883792,Kitchen,ON
2011-03-15,07:35:02.276317,Kitchen,OFF
2011-03-15,07:35:03.799115,Kitchen,ON
2011-03-15,07:35:06.131731,Kitchen,OFF
2011-03-15,07:35:09.232193,Kitchen,OFF
2011-03-15,07:35:22.191863,Kitchen,ON
2011-03-15,07:35:23.887695,Kitchen,ON
2011-03-15,07:35:25.649338,Kitchen,OFF
2011-03-15,07:35:26.717973,Kitchen,OFF
2011-03-15,07:35:28.014522,Kitchen,ON
2011-03-15,07:35:28.830937,Kitchen,ON
2011-03-15,07:35:30.37122,Kitchen,OFF
2011-03-15,07:35:31.411719,Kitchen,OFF
2011-03-15,07:35:32.581873,Kitchen,ON
2011-03-15,07:35:34.791961,Kitchen,ON
2011-03-15,07:35:36.296607,Kitchen,OFF
2011-03-15,07:35:42.334365,Kitchen,OFF
2011-03-15,07:35:49.912254,Kitchen,ON
2011-03-15,07:35:58.418441,Kitchen,ON
2011-03-15,07:36:00.748399,Kitchen,OFF
2011-03-15,07:36:03.402751,Kitchen,ON
2011-03-15,07:36:07.204086,Kitchen,ON
2011-03-15,07:36:09.069113,Kitchen,OFF
2011-03-15,07:36:09.903882,Kitchen,OFF
2011-03-15,07:36:16.57,Kitchen,OFF
2011-03-15,07:36:16.959322,Kitchen,ON
2011-03-15,07:36:19.367142,Kitchen,ON
2011-03-15,07:36:22.510278,Kitchen,OFF
2011-03-15,07:36:24.357328,Kitchen,ON
2011-03-15,07:36:25.860293,Kitchen,OFF
2011-03-15,07:36:26.465292,Kitchen,OFF
2011-03-15,07:36:26.857042,Kitchen,ON
2011-03-15,07:36:31.888852,Kitchen,ON
2011-03-15,07:36:32.963382,Kitchen,OFF
2011-03-15,07:36:35.386163,Kitchen,ON
2011-03-15,07:36:35.993543,Kitchen,ON
2011-03-15,07:36:37.751644,Kitchen,OFF
2011-03-15,07:36:38.129997,Kitchen,OFF
2011-03-15,07:36:38.522366,Kitchen,OFF
2011-03-15,07:36:41.016279,Kitchen,ON
2011-03-15,07:36:43.209404,Kitchen,ON
2011-03-15,07:36:45.434549,Kitchen,OFF
2011-03-15,07:36:45.817147,Kitchen,OFF
2011-03-15,07:36:48.244334,Kitchen,ON
2011-03-15,07:36:49.088673,Kitchen,ON
2011-03-15,07:36:51.293006,Kitchen,OFF
2011-03-15,07:36:52.337387,Kitchen,OFF
2011-03-15,07:37:15.269296,Kitchen,ON
2011-03-15,07:37:17.939646,Kitchen,ON
2011-03-15,07:37:19.699803,Kitchen,OFF
2011-03-15,07:37:21.929491,Kitchen,ON
2011-03-15,07:37:24.372462,Kitchen,OFF
2011-03-15,07:37:28.180389,Kitchen,ON
2011-03-15,07:37:29.928412,Kitchen,OFF
2011-03-15,07:37:40.291253,Kitchen,OFF
2011-03-15,07:37:40.45701,Kitchen,ON
2011-03-15,07:37:42.029299,Kitchen,ON
2011-03-15,07:37:43.068688,Kitchen,OFF
2011-03-15,07:37:45.516645,Kitchen,OFF
2011-03-15,07:37:50.316679,Kitchen,ON
2011-03-15,07:37:52.500021,Kitchen,OFF
2011-03-15,07:37:56.510476,Kitchen,ON
2011-03-15,07:37:58.829763,Kitchen,ON
2011-03-15,07:38:00.800374,Kitchen,OFF
2011-03-15,07:38:02.569359,Kitchen,OFF
2011-03-15,07:38:05.923167,Kitchen,ON
2011-03-15,07:38:08.843941,Kitchen,ON
2011-03-15,07:38:11.381465,Kitchen,OFF
2011-03-15,07:38:12.569412,Kitchen,ON
2011-03-15,07:38:12.957404,Kitchen,OFF
2011-03-15,07:38:13.581444,Kitchen,ON
2011-03-15,07:38:15.832098,Kitchen,OFF
2011-03-15,07:38:15.909164,Kitchen,ON
2011-03-15,07:38:18.161199,Kitchen,OFF
2011-03-15,07:38:29.68264,Kitchen,OFF
2011-03-15,07:38:36.031743,Kitchen,ON
2011-03-15,07:38:37.190488,Kitchen,ON
2011-03-15,07:38:37.576504,Kitchen,OFF
2011-03-15,07:38:42.361359,Kitchen,ON
2011-03-15,07:38:44.561664,Kitchen,OFF
2011-03-15,07:38:46.573987,Kitchen,ON
2011-03-15,07:38:48.330042,Kitchen,OFF
2011-03-15,07:38:49.156318,Kitchen,OFF
2011-03-15,07:38:50.923847,Kitchen,ON
2011-03-15,07:38:52.912973,Kitchen,ON
2011-03-15,07:38:55.132203,Kitchen,OFF
2011-03-15,07:38:55.510798,Kitchen,OFF
2011-03-15,07:38:56.128945,Kitchen,ON
2011-03-15,07:38:57.180405,Kitchen,ON
2011-03-15,07:38:57.772471,Kitchen,ON
2011-03-15,07:38:59.524824,Kitchen,OFF
2011-03-15,07:39:00.808816,Kitchen,OFF
2011-03-15,07:39:02.007584,Kitchen,OFF
2011-03-15,07:39:02.076321,Kitchen,ON
2011-03-15,07:39:03.778611,Kitchen,ON
2011-03-15,07:39:07.611258,Kitchen,OFF
2011-03-15,07:39:08.636965,Kitchen,OFF
2011-03-15,07:39:27.010631,Kitchen,ON
2011-03-15,07:39:30.609664,Kitchen,OFF
2011-03-15,07:39:36.78952,Kitchen,ON
2011-03-15,07:39:39.483382,Kitchen,OFF
2011-03-15,07:39:52.395512,Kitchen,ON
2011-03-15,07:39:53.704264,Kitchen,OFF
2011-03-15,07:39:54.085443,Kitchen,ON
2011-03-15,07:39:55.631921,Kitchen,ON
2011-03-15,07:39:59.194882,Kitchen,OFF
2011-03-15,07:40:00.073914,Kitchen,OFF
2011-03-15,07:40:00.879841,Kitchen,ON
2011-03-15,07:40:01.251202,Kitchen,ON
2011-03-15,07:40:03.244658,Kitchen,OFF
2011-03-15,07:40:05.672632,Kitchen,OFF
2011-03-15,07:40:13.675983,Kitchen,ON
2011-03-15,07:40:14.066734,Kitchen,ON
2011-03-15,07:40:15.856258,Kitchen,OFF
2011-03-15,07:40:18.851301,Kitchen,OFF
2011-03-15,07:40:19.253204,Kitchen,ON
2011-03-15,07:40:20.088782,Kitchen,ON
2011-03-15,07:40:21.616638,Kitchen,OFF
2011-03-15,07:40:24.153797,Kitchen,OFF
2011-03-15,07:40:25.470033,Kitchen,ON
2011-03-15,07:40:33.284425,Kitchen,ON
2011-03-15,07:40:34.117611,Kitchen,OFF
2011-03-15,07:40:39.340693,Kitchen,ON
2011-03-15,07:40:41.772916,Kitchen,OFF
2011-03-15,07:40:42.840605,Kitchen,ON
2011-03-15,07:40:46.096131,Kitchen,OFF
2011-03-15,07:40:47.50562,Kitchen,ON
2011-03-15,07:40:51.109131,Kitchen,OFF
2011-03-15,07:40:53.346263,Kitchen,OFF
2011-03-15,07:40:54.408891,Kitchen,ON
2011-03-15,07:40:56.816789,Kitchen,ON
2011-03-15,07:40:59.348951,Kitchen,OFF
2011-03-15,07:41:01.454944,Kitchen,ON
2011-03-15,07:41:10.16944,Kitchen,OFF
2011-03-15,07:41:11.012481,Kitchen,OFF
2011-03-15,07:41:13.46067,Kitchen,ON
2011-03-15,07:41:15.000617,Kitchen,ON
2011-03-15,07:41:17.438326,Kitchen,OFF
2011-03-15,07:41:18.750423,Kitchen,ON
2011-03-15,07:41:21.878795,Kitchen,OFF
2011-03-15,07:41:23.411575,Kitchen,OFF
2011-03-15,07:41:38.760434,Kitchen,ON
2011-03-15,07:41:41.186856,Kitchen,OFF
2011-03-15,07:41:43.247787,Kitchen,ON
2011-03-15,07:41:45.689434,Kitchen,OFF
2011-03-15,07:42:08.174832,Kitchen,ON
2011-03-15,07:42:09.950592,Kitchen,ON
2011-03-15,07:42:13.770448,Kitchen,OFF
2011-03-15,07:42:15.535073,Kitchen,ON
2011-03-15,07:42:20.316435,Kitchen,OFF
2011-03-15,07:42:21.828123,Kitchen,OFF
2011-03-15,07:42:22.905955,Kitchen,ON
2011-03-15,07:42:23.004826,Kitchen,ON
2011-03-15,07:42:25.3064,Kitchen,OFF
2011-03-15,07:42:28.577685,Kitchen,OFF
2011-03-15,07:42:49.030202,Kitchen,ON
2011-03-15,07:42:51.934913,Kitchen,ON
2011-03-15,07:42:54.827777,Kitchen,OFF
2011-03-15,07:42:55.744702,Kitchen,OFF
2011-03-15,07:42:59.550698,Kitchen,ON
2011-03-15,07:43:00.170251,Kitchen,ON
2011-03-15,07:43:01.211902,Kitchen,OFF
2011-03-15,07:43:08.068504,Kitchen,OFF
2011-03-15,07:43:08.661524,Kitchen,ON
2011-03-15,07:43:09.496064,Kitchen,ON
2011-03-15,07:43:11.561038,Kitchen,OFF
2011-03-15,07:43:12.066031,Kitchen,ON
2011-03-15,07:43:12.207314,Kitchen,ON
2011-03-15,07:43:13.034362,Kitchen,OFF
2011-03-15,07:43:14.303696,Kitchen,OFF
2011-03-15,07:43:14.949059,Kitchen,OFF
2011-03-15,07:43:15.742197,Kitchen,ON
2011-03-15,07:43:17.029491,Kitchen,OFF
2011-03-15,07:43:19.681661,Kitchen,ON
2011-03-15,07:43:21.997332,Kitchen,OFF
2011-03-15,07:43:22.764561,Kitchen,ON
2011-03-15,07:43:22.903787,Kitchen,ON
2011-03-15,07:43:24.277503,Kitchen,OFF
2011-03-15,07:43:24.353721,Kitchen,ON
2011-03-15,07:43:31.714272,Kitchen,OFF
2011-03-15,07:43:32.998501,Kitchen,OFF
2011-03-15,07:43:37.763552,Kitchen,ON
2011-03-15,07:43:38.390626,Kitchen,ON
2011-03-15,07:43:42.668666,Kitchen,OFF
2011-03-15,07:43:45.819579,Kitchen,OFF
2011-03-15,07:43:51.729483,Kitchen,ON
2011-03-15,07:43:52.118694,Kitchen,ON
2011-03-15,07:43:53.651546,Kitchen,ON
2011-03-15,07:43:54.259902,Kitchen,OFF
2011-03-15,07:43:54.635755,Kitchen,OFF
2011-03-15,07:43:55.981246,Kitchen,ON
2011-03-15,07:43:56.345819,Kitchen,OFF
